Date,Stars,Comment,Category
25-07-2018,5,"i 've onli use uber onc but i have a good experi . they arriv on time , take the short rout and get me to my destin . he be veri pleasant and friendli . ",other_issues
25-07-2018,5,"the servic be great ! i trust my child rid with uber . and the benefit to the commun be not measur , i 'm confid the servic have save mani accid and damag to person and properti . ",other_issues
25-07-2018,4,"i like uber for the most part . their price fluctuat ( increas ) frequent . there be no phone number or email to get in touch with corpor . you get charg when the driver go to the wrong place and say you be n't there . you get charg when you cancel but you do n't get anyth when driver do n't show and there be no way to make thi know . for the most part it be ok but , these be thing that have happen to me or famili or peopl i know . ",driver_issues
25-07-2018,4,"uber be easi to use than a taxi . instead of tri to find a cab , i just order a uber from my phone and the driver find me . the car be clean and the driver be courteou . ",driver_issues
25-07-2018,4,i be veri impress with the overal concept of the uber and the depend of servic . driver be person but not overbear ; courteou and intuit - everi custom do not alway want to interact or convers . ,driver_issues
25-07-2018,4,"i have use uber sinc they come to my area . the price have skyrocket sinc they first begin servic here . the last two time i use it , the driver be lose and drive around forev so the wait be extrem long . besid the price hike , i realli like uber . ",driver_issues
25-07-2018,1,"contact uber via phone app for servic from address use on multipl occas . uber provid four locat for me to travel to be pick up for my ride ! are n't they suppos to pick me up from my locat ? i run with arm full of packag to four differ locat . the driver be most like unfamiliar with area , thu the reason for the mani chang . i could n't keep up with the driver 's request for differ locat via foot . i final send a text to the driver for clarif . ",driver_issues
24-07-2018,1,uber have realli be difficult . i would like to use my account to order food but the number associ with my account be almost 5 year old . i have n't have that number in at least 3 year but they will not allow me to chang it becaus accord to support the onli way to chang it be through the app . so i download the app and enter my number but obvious that do n't work caus it 's not associ with my email . it be howev associ with the driver account i attempt to make but there be no email associ with that account becaus the process be not finish . ,account_issues
24-07-2018,1,"i send for an uber servic and they give me a price . after arriv , i end up pay $ 25.00 more . thi be the first time it have happen . i will never ride uber again . peopl should know the final amount befor accept the servic . ",other_issues
24-07-2018,5,"the vehicl be all clean over our recent trip to washington dc . the driver be all kind and friendli ... overal , it be a much nicer experi than the cab ride . ",driver_issues
24-07-2018,5,"alway quick to confirm a ride no matter the time of day of the locat make it veri conveni . use them often to and from the airport , veri depend . ",other_issues
24-07-2018,5,"i have use sever ride share compani and believ it 's the best idea for travel , whether short or long distanc . the driver be alway on time for pickup and drop-off to all destin , be alway polit , inform , and cordial but most importantli , i alway felt safe becaus they be regist with a busi who do background check , would provid photo of the car and driver , accept all form of payment , conveni provid their app on smart phone , and rate scale for satisfact . ",driver_issues
24-07-2018,5,i use uber when i have no ride to my post op visit and could n't drive yet . it be a lifesav ! i get to my appoint in time and caught anoth driver back . it seem a lot to spend $ 50 round trip but also a necess when i could n't drive . ,driver_issues
24-07-2018,5,"uber be not onli an excel servic , it have be for me one of the most import servic i ca n't live without it , practic and all my experi up to today veri good , with veri kind and respect driver . ",driver_issues
24-07-2018,5,usual excel . the one time i have a driver who go 2 hour out of the way ( while i fell asleep ) the charg be enorm . uber credit me back within 2 day . ,driver_issues
24-07-2018,5,"i usual have good experi with uber . driver be pleasant and car be clean and on time . my onli complaint be the extrem high rate at peak time . i have one trip where it be $ 60 to the event and $ 315 to return home . obvious , i have to find anoth way to get home . ",driver_issues
23-07-2018,1,"an uber account that be recent set up be hack today with my credit card info be use to charg at least 3 trip in north carolina , all with the same driver . fortun my credit card compani 's secur be such that they catch it shortli after i do and cancel the card . it seem to be virtual imposs to cancel the uber account . none of the so-cal uber support number function nor can one find out how to do it onlin . ",account_issues
23-07-2018,5,i use uber for travel to and from airport . it be a great way to get to my plane or final destin that be often a good distanc from the airport . ,other_issues
23-07-2018,5,i have onli use thi occasion in a few citi and each time the experi be well worth it . the descript of the car and the estim of cost be both great . the car be clean and modern and the driver be courteou . ,driver_issues
23-07-2018,5,"i 've be use uber for year to take trip home from the store . it 's a realli conveni app for me , especi becaus i do n't have a car . the driver be almost alway nice . i think it 's be so rare for me to have a bad experi with someon . also , probabl the one featur i have not be a fan of us be see my custom rate , give me a bit of anxieti . overal it 's a good servic . i 've almost never have to wait more than 10 minut too . the price have go up but i be think ( and hop ) thi be becaus they will pay driver well . ",driver_issues
23-07-2018,3,the driver be fine . the problem be i could not speak to a live person . it be veri frustrat not to be abl to talk to a person . on occas it take me over 2 hr to book a ride . their system go haywir . ,driver_issues
23-07-2018,4,it be a good servic but the websit or app have veri littl on question from user . it be veri difficult to see if the servic be good or not through the websit . you need to tri it first and the servic keep on chang without notic . which in some way be great but no upfront info or call in to talk to . ,other_issues
23-07-2018,4,"uber work . i have use it in sever place around the world . it be usual cheap , conveni and hassle-fre . howev , surg price can get out of hand . also , i 'm not convinc that they treat their driver fairli . ",driver_issues
23-07-2018,3,car be dirti insid and the air condit do not work . the price be fine but i expect a much more desir vehicl . i be glad there be n't some with me becaus the back seat be full of cloth and sport gear . ,other_issues
22-07-2018,1,"do n't ever use uber ! ! ! ! they do n't hold ani of their driver account for their action and they be dismiss and unprofession when you tri to contact them to resolv an issu or complaint ! i have an uber driver damag my bmw in a hit and run and uber do noth to resolv the issu . they could n't even apolog on her behalf ! i have a descript of the driver , her suv , video footag from the hotel , wit statement , pictur of her car befor she flee and they still ca n't compens me in ani way , let alon apolog ! i mention that i have to seek medic attent and they do n't show ani sympathi or concern for my well-b ! if thi driver do n't have someth to hide ( i.e . drunk , drug , weapon in the car etc ) then whi would she run know there be camera at the hotel and multipl staff who saw her and tell she be wrong and she saw me take a pic of her suv ! ? what 's even more ridicul be they do n't consid their driver as their `` employe `` ! read thi for yourself `` driver-partn be consid as independ contractor and not employe . thi technic mean that driver partner be not employ by uber technolog , inc or one of it respect compani subsidiaries.also , pleas be advis that the incid respons team be the sole entiti in charg of handl all accid and properti damag claim . all claim that we handl be process base on fact , reason , and logic.thi be say , some custom that be emot invest in the situat can take thi as a lack of empathi . their need to be hear and understood will often outweigh their abil to focu on the detail of the problem.lastli , if you would want to directli speak to our ceo you need to find a differ channel to do so as we be unabl to cater to your request . i trust i 've be abl to explain our posit clearly. `` ps . pray you do n't ever get in an accid with an uber driver in vega becaus the useless cop and law here will allow these drunk/high uber driver commit crime ! ! ! ! lvpd do n't give a fck about drive under the influenc . _x000d_fckn unbeliev ! ! ! ! ! ! ! ! ! fck uber and ca n't wait for these fck to get their day in hell and go bankrupt ! ",account_issues
22-07-2018,2,"i be plan on take an uber to midway airport on my recent trip to chicago . i be plan on leav at noon . i check what it would cost me around 11:30 . i be quot $ 35 . 20 min later when i get down to the lobbi and order my uber , the price jump to $ 58 ! i switch to lyft which be onli minim cheap . next time i will leav myself more time and take the train ! veri disappoint becaus i realli enjoy take uber from the airport . never again ! taxi be cheap ! ",other_issues
22-07-2018,5,i have use it regularli especi in europ . found it to be quick and effici at a fair price . have onli have one issu where languag be a major issu and we be put out a mile from our destin . ,other_issues
22-07-2018,5,"not a regular user of uber but the five time . uber it be conveni , safe , and reason price . much less than a dui and pay for airport park . ",other_issues
22-07-2018,3,"i give a tip to a driver and he be almost veri thank , tell me it be rare to get a tip becaus uber do not encourag it . most everyon should be encourag to tip if the servic be provid . ",driver_issues
22-07-2018,3,the first time they leav me becaus i be n't outsid fast enough and when i do the app again that morn the price have go up . time be of the essenc becaus i need to get to the airport . i then take a share ride . that 's when i learn what that mean and everyon be n't go to the airport . ,other_issues
21-07-2018,1,"the first ( and last ) time i ever use uber , the fare estim be $ 61 . when i log on to book a car , i get a screen that look like upgrad option , the low of which be $ 89 . there be an option to `` skip thi step `` so i do . i never get a screen tell me my total or ask me if i agre to book it or not . just that the car be on it way . the car that arriv be a huge suv that could probabl seat at least 8 peopl ( i be alon and have one small piec of luggag and a backpack ) , and when i look at the receipt later , i saw that they charg me $ 150 for thi unnecessarili huge vehicl . when i write them about it they claim i submit a differ destin locat , which be entir untru . and they be so cold as to not even give me a break as a 1st time user , refund at least some of that outrag total . terribl compani in my experi . ",other_issues
21-07-2018,1,the uber app have the help option but onli accommod a number of preset problem configur and absolut noth outsid of it . i have an issu where i be grossli overcharg for a ride . now there be construct in the area but the driver admit that he be complet unfamiliar with the area and therefor hi lack of knowledg be the more signific reason for my delay . ,driver_issues
21-07-2018,5,"eas of use be great , be abl to not have money chang hand and can tip onlin be a huge plu . the car be clean and the driver be respect . never have have to wait more than ten minut . ",driver_issues
21-07-2018,5,need to use it to go to a run store for a packet pickup ... driver veri courteou and good driver on the freeway and to find the place . it onli take a coupl minut to get my packet and he agre to stay and return me to my hotel where i get the pickup from . i be pleas with the servic he provid and give him a nice tip . there be no other potenti way for me to get to the packet pickup unless i use a taxi and i 'm posit that would have cost quit a bit more . place be about 30 minut away . ,driver_issues
21-07-2018,5,"conveni , on-tim perform , easi to hail a ride , competit price with a regular taxicab . help driver too . app also make it super easi to find a ride in minut . ",driver_issues
21-07-2018,4,"i buy gift card for my son and he use them quit often . i have have problem a coupl time , but it be usual on my end . but when i call for help , they be great . they handl it veri quickli . he have onli have problem with a coupl driver , but other than that both of us be veri happi with the servic . ",driver_issues
21-07-2018,3,"uber be a life saver when we need it . the driver be all wonder courteou peopl but the compani be not so great . there be no way to get help or even talk to someon from the compani and the app be difficult to navig . there be ad fee like uber technolog fee that be not explain or mention that be just take out of our account . there be n't even a way to ask about it and the driver get none of the extra money ! ! lastli , i keep get strang text for uber code after i begin the process of tri to be a driver . i chang my mind when i find out someon be alreadi tri to hack my account and rack up an unknown amount of charg on it . i will not use uber again unless it be like the last time i have to do it an emerg with no other option . ",account_issues
20-07-2018,1,"the first ( and last ) time i ever use uber , the fare estim be $ 61 . when i log on to book a car , i get a screen that look like upgrad option , the low of which be $ 89 . there be an option to `` skip thi step `` so i do . i never get a screen tell me my total or ask me if i agre to book it or not . just that the car be on it way . the car that arriv be a huge suv that could probabl seat at least 8 peopl ( i be alon and have one small piec of luggag and a backpack ) , and when i look at the receipt later , i saw that they charg me $ 150 for thi unnecessarili huge vehicl . when i write them about it they claim i submit a differ destin locat , which be entir untru . and they be so cold as to not even give me a break as a 1st time user , refund at least some of that outrag total . terribl compani in my experi . ",other_issues
20-07-2018,1,i request a ride from time squar to the statu of liberti . the rate be $ 26 and suppos to take 20 min . there be a lot of traffic so i do n't think much of the long ride until i start to notic all the car have new jersey plate . we be in hoboken becaus our driver have obvious take a wrong turn somewher . to make matter bad he speak littl english so he could not explain what be go on . at one point he turn onto an entranc ramp in error and tri back up it . when that do n't work he turn around and drive the wrong way . when we final get to the new jersey side of the ferri i receiv the final fare from uber at $ 77 ! when i file a complaint they say i have input the wrong address so it 's my fault we end up in new jersey and refus to refund me the fare . numer email back and forth get me nowher so i be left have to disput the charg with my credit card . stay away from thi scam artist compani . ,driver_issues
20-07-2018,5,all the conveni of a taxi at half the price . they be there in minut rather than the unknown taxi eta . they be alway friendli . the car be usual clean and smell good . i do n't ever use taxi anymor . you can schedul a day and time to be pick up too . and that 's veri nice . ,other_issues
20-07-2018,5,i have onli have one ride experi i wish not to repeat - i love the eas of get a ride and the effici of the driver . the cost be alway reason as well . i will definit use uber in my futur . ,driver_issues
20-07-2018,5,both of my uber driver be prompt . the convers be great ! they make my ride veri pleasant and enjoy . also my car be down at the time and they be a big help ! ,driver_issues
20-07-2018,5,"they find me just fine . onli have one time where they could n't find me , but someon els find me . and i get home just fine . and he wait until i get insid . he make me feel veri comfort . ",other_issues
20-07-2018,3,"they play around with the price a lot , both uber and lyft . you 're use a app and it 's not realli a â€œcompanyâ€œ . that 's custom base orient and you can just pick up the phone and deal with someon . you 're a number and it 's not person . the driver bare all the cost , they pay for the car , the mainten , the ga , their time and they be not a employe with benefit . uber maintain the app but they charg the custom too much and keep too much from the driver . it 's up to 40-50 % in uber fee and cost for do noth . ",driver_issues
19-07-2018,1,"the driver `` cancel `` and they charg me a cancel free ! ! - i use the app for an uber to pick me up from a gate commun . the applic direct me to a pickup intersect about 1/4 mile from my current locat ( on a veri hot muggi night ) . i arriv there but me driver . after a 10 minut wait , i get a `` ride cancel `` messag from the app . at the time of the messag notif , i see the driver on the app about a mile away at one of the entranc . ",driver_issues
19-07-2018,3,the driver that pick me up be not the driver list on the app which mean there be no secur . the driver have lend hi car to anoth to use hi uber . i also bring home bedbug from the filthi cab . veri danger for woman and old individu ... ,driver_issues
19-07-2018,5,"the app and the inform it provid be invalu . i know how much my fare will be , who be pick me up , where they be and the actual rout they be take me . what 's not to love ? ",other_issues
19-07-2018,4,my main complaint would be the fact that each ride be differ and price at differ time . mean i can go to walmart today at 5 p.m. from home and it can cost for exampl $ 7 then i can go to the exact same walmart from home on a differ date and that ride will cost $ 13 . or i 'll take a ride from home to walmart and it cost $ 7 then when i go to get a ride from walmart to home the ride will cost $ 13 . no . i do n't understand how the price can fluctuat so much . ,other_issues
19-07-2018,1,they charg me $ 35:00 for an eight-mil trip . when the request be make it be eight dollar . when the driver show the final figur it be seventeen . when i saw the final charg it be 35:00 . uber be horribl in my opinion . ,driver_issues
19-07-2018,4,"i think that some of my trip be overpric due to the fact that i be go such a short distanc , but understand that thi be how the driver get pay ! but the surg price be outrag and would alway wait a few extra minut for it to lower as i be n't about to pay sometim 15.00 or more for a mile and a half ride ! ",driver_issues
19-07-2018,2,"we land in syracus airport at 11:45 pm on a sunday night . use the uber app , a car be show on the map as on the way from the citi . then it disappear . no uber ride . wait an hour and catch a regular cab . custom servic be non-exist as usual . hey uber ! that 's no way to run a busi ! if you say you be a servic to the public , then act the part . ",other_issues
18-07-2018,3,"in la vega airport uber pickup area ... the uber guy tell me he be my ride but that be not true . he have anoth person he be pick up , when they arriv they be too big for us all to be in car . so he make me take my luggag from hi trunk and call anoth uber . he be never my driver but i do n't know that . ( they all look alik . ) i wish i have hi name . ",driver_issues
18-07-2018,1,i have have at least 2 driver come on to me in a sexual manner . anoth keep call me at home to go out with him . do n't know how he get my number . will never use uber again . onli lyft . ,driver_issues
18-07-2018,5,everi time i have use thi servic i have have a great experi . i have meet wonder driver who be alway friendli and polit . rate be far good than taxi and much more conveni . ,driver_issues
18-07-2018,4,we use uber to and from the airport in philadelphia in decemb . it be quick and conveni . but thi be my onli experi with them . i go with my boyfriend . i 'm not sure if i 'd feel as secur if i 'd be alon . i do n't feel like they do a thorough background check on driver . i 've hear too mani stori where the passeng be harass or hurt . ,driver_issues
18-07-2018,5,a veri conveni servic . the cab industri get out-maneuv . they could have/should have start the same type of servic use their cabbi . uber be also rel inexpens to use . ,other_issues
18-07-2018,5,"i get sever , sudden onset migrain . sometim i have to go to the emerg room and there be no one home to drive me there and home again . the uber driver have alway be veri polit , kind , and care . i have never have ani qualm about get into the car . ",driver_issues
17-07-2018,1,"i travel with uber driver girish on 15th juli 2018 in pune , from karvenagar to pune airport . after the trip be complet , the driver ask for amount rs . 340 , and he do not mention anyth about charg from my link credit card . i pay the entir amount of rs 340 to the driver in cash . now uber is charg me second time for the same trip , horribl cheat which be illeg , uneth , immor and total unjustifi ! they have refus to even talk with the concern driver , and be constantli harass me to pay the doubl amount for absolut no reason . ",driver_issues
17-07-2018,5,i have have four veri good uber ride . the websit be easi to use and a driver usual show up pretti quickli . i have to wait onc becaus there be no avail driver but the wait be n't long . so far so good . ,driver_issues
17-07-2018,4,"uber be easi , less expens and they do n't stink . alway on time , never sultri or obnoxi . taxi be obsolet and the onli time i would take a taxi be if i could not find an uber ride . ",other_issues
17-07-2018,5,"the servic be great , the driver be appropri friendli , cost be good too . the car be clean as well . i appreci the servic . i have recommend the servic and would use again myself . ",driver_issues
17-07-2018,5,"uber be fast and easi ! there be noth like it and now we ca n't live without it ! uber will be here forev ! uber can take you to and from the airport , take you to and from the groceri store , to and from night spot , to and from sport event , to and from funer , to and from wed recept , to and from the babi shower , to and from christma parti , pool parti , new year 's eve parti , offic parti , on and on and on ! we love uber ask a mission point . ",other_issues
17-07-2018,5,am so grate to have uber . but wish they have a phone number . the driver have be great . car have be clean and comfort . i do n't drive and will use uber fairli often . ,driver_issues
16-07-2018,5,"overal my experi with uber be wonder with the except of my 1st attempt , while i be tri to figur out the app , and get charg for a trip i cancel within 3 min ! ",other_issues
16-07-2018,5,"although it may be a percept it seem safe . most of the driver i have meet seem like nice likabl peopl . car be much clean , not like cab in chicago . ",driver_issues
16-07-2018,4,i have have veri success rid with uber . veri depend and safe driver . download app be veri easi to use . respons price and would definit use them again . ,driver_issues
16-07-2018,5,"for the most part i find the driver to be friendli , profession and care . also , they arriv promptli . howev , occasion a driver speak about polit view which be inappropri convers . i experi thi in london but the local driver have n't discuss touchi topic . ",driver_issues
16-07-2018,5,awesom for go out with friend and no one want to drive becaus we 're drink . show you the driver 's face and make of the car so you know exactli who 's pick you up . ,driver_issues
15-07-2018,4,"the driver be veri knowledg about the area , great convers . the car be clean and have a nice scent . he be on time , open the door and even offer mint . ",driver_issues
15-07-2018,5,use uber on a famili vacat in boston and get great servic from where we drop off our rental car to the north end where have to drive be total crazi . driver realli know hi way around . i use to live there so i know he be not go off the beaten path . ,driver_issues
15-07-2018,3,i take uber to the airport but on the return trip the app would n't work â€ ” i final delet it and add lyft and take them home . i be realli angri after arriv and exhaust . ,other_issues
15-07-2018,4,"had problem with uber app . driver be great , friendli , courteou and on time , he but have the wrong direct . i wonder if i be overcharg . have no idea how much i be charg . ",driver_issues
15-07-2018,5,"i like the servic . in the app you can track the cab , the driver 's pictur as well as the make/model of the car . befor you enter you 're give a short descript about the driver . and at the end of the ride you have the option of rate the driver . definit would recommend uber ! ",driver_issues
15-07-2018,3,i do n't order rideshar but i be charg . my bank refund my money but i will never use uber 's rideshar app again . there be n't a live person to talk to onli email . ,other_issues
14-07-2018,1,"tri to sign up , thi be what happen , not sure whi they have ban me : - ) the post be quit funni and you can find it here http : //goo.gl/gnalht ",other_issues
14-07-2018,1,"drove for uber for some time and then one day i get a notif that my account be disabl . no explan or reason to my knowledg . do n't wast your time and money work for these joker . i send them inform provid all requir for drive and they just shut down my account for no reason or explan . they suck . do n't be use by uber . it 's not worth it . time , mileag , wear and tear and ticket , noth to show for it . a few dollar , not worth it . stay away from uber . ",account_issues
14-07-2018,5,"i 've use uber in sever citi new york , chicago , orlando , miami , boston , la vega . i feel safer when i can see a pictur and car descript in a societi where it be so unsaf for woman travel alon . in vega it be the cheap way to get to and from the airport . boston do n't allow airport pickup but i get one to return to airport , a save of $ 20 . if the cab want to compet they need to adjust their rate and make us feel safer . ",other_issues
14-07-2018,3,"sometim imposs or at a minimum , veri challeng to find a car in our area depend on time . also have have issu where the larg size car be not avail and we have to squeez 4 adult into a small car . ",other_issues
14-07-2018,5,"veri use , take sever short trip , driver veri will to help , track info on smartphon realli great , driver offer to charg my phone , give direct too . ",driver_issues
14-07-2018,4,"i 've have 90 % great ride . the other 10 % be either rude or act like you be bother them ask for a ride . i 've have the bad experi with middl eastern men who do n't seem to like woman questioning/tel them anyth . but , to each their own . ",other_issues
14-07-2018,5,"while i have encount a few minor issu , they be inde minor . i love the eas in call for a ride , my option in select the kind of ride i want [ when i do groceri shop i ride alon so i have room for my groceri & get right home ] . pay & tip be easi . everi driver have be great ; their car be alway clean & modern [ never a beater ] . alway smoke-fre . ",driver_issues
13-07-2018,1,"i saw on the app , the economi car from nyc to jersey citi would be $ 46 . i arriv and i be send an email that say i be charg $ 72 . i have be tri all day to get a refund and they will not take care of thi . they just keep repli all sort of random reason whi they can not refund me , all use differ cut and past ( let me clarifi , differ peopl be answer the inexplic reason , with no fair explan . ) ",other_issues
13-07-2018,1,"i 've stop use uber and switch to lyft . lyft be a hundr time well , and everyon agre to that . it be a raini day when i request a trip . when i finish my trip , the next day i be charg $ 150 as a `` cleanli fee `` . i do not throw up or creat a mess of ani kind . but just becaus my shoe be wet they charg me that insan amount . on ask them , they repli with a photo of the `` so-called-mess `` say the driver have to clean thi up so he could n't accept ride . there be small yellow petal lie on the mat , that a rider befor or after me creat . but charg me for water ? ! ? the dumb * * do n't know that the mat he have in car dri on it own in a few minut , and he clearli charg me to make that money . i do not approv of thi transact as i do not creat ani mess . it be not author by me . ",driver_issues
13-07-2018,1,i have be a devot custom in canada and the us . i have have continu oper issu in calgari . my hous in downtown calgari do n't even work on their map . new driver get lose 75 percent of the time to the intern airport . the big complaint i have be today i wait about an hour to receiv a ride 4 km away from my hous . l should have walk . through their incred incompet they charg me a cancel fee as i 'm stand directli under the address sign for over 30 minut . i just hope peopl stop use an unsaf and unreli mode of travel in the futur . ,driver_issues
13-07-2018,1,"rudest , most ignor and have have 3 or 4 that drive past & leav you strand particularli if it is a ride share . those are the most econom howev some driver do n't want to take them . ",driver_issues
13-07-2018,5,fast and low cost servic . use five time so far and alway reliabl . sure beat taxi . driver be veri profession and easi to work with . pay for the ride with my credit card and the map show where my driver be rel to pick me up be nice featur . ,driver_issues
13-07-2018,4,"we have use thi servic frequent in sever citi . so far it have larg be veri posit . most car , prompt , clean , safe and the driver courteou . no major complaint . the time be sometim off ... they come too quickli and be impati or be slightli late . for the most part , it be good to excel . keep the price down to have an edg over other taxi servic . ",driver_issues
13-07-2018,3,"if there be an issu there be no way to contact anyon except by email . a driver in tanpa have a car that should have not be approv , do not assist with bag . the day after my flight home , he put in a ticket for a ride which of cours be a know-how for which i be bill . i have to email iso of speak to someon to resolv thi which they do . ",driver_issues
13-07-2018,5,"my grandson who be 19 , take care of the computer/ipad stuff in texa , smooth as clockwork , price veri fair . both from houston to dalla and round trip . ",other_issues
13-07-2018,5,"have travel to niagara fall , la vega , and lo angel and use uber . never be disappoint . each time the uber arriv as order and at the right locat . each driver be friendli and interact with us . ",driver_issues
12-07-2018,1,"unfortun my uber account be charg for ride i do n't take . i 'm in san jose , ca and the charg be all the way in india . my initi reaction be to deactiv my uber account onli to find out that the onli way to reach out to uber , no matter how seriou , be through the app so i have to log back in to my account . i send them the detail and i receiv a repli from them after nine day to tell me they will investig it . it 's be a month now and still i have n't hear from them ! ",account_issues
12-07-2018,5,i need a medic transport vehicl . they be the cheap by far and they be train profession . the cost be approxim 10 % of what transport servic be charg . ,other_issues
12-07-2018,2,"they do n't have a well train staff , their driver can come on ani of the vehicl ( vehicl no . be differ while pick up and differ while book ) . if ask about origin vehicl no . they simpli say , `` mai hoon na phone bhi mere paa hi hai kya hua agar gaadi ka no dusra hai toh . `` thi be a bad part . it should be same vehicl no . which they show at app or while book a ride . they also do n't care if you make a mistak while book if , all they requir be money . they do n't care about custom servic . ",driver_issues
12-07-2018,5,"we take it for our first time in chicago and alway be accommod with the size of our group . they be veri prompt , mayb sometim too prompt but excel servic . ",other_issues
12-07-2018,4,the driver get lose and we end up late for our meet but we do receiv a refund for three detour . otherwis servic be good and cost be below what a taxi would have charg . ,driver_issues
12-07-2018,4,"sinc i do n't do ani crazi stuff while rid in an uber car , my experi have be posit . i see in the news all the time , these peopl do stupid stuff while rid in an uber car . they have no respect for the person use their own vehicl , to drive them around . ",other_issues
11-07-2018,2,"i drive for both uber and lyft , they take more than 30 % , in most case they take 50 % . i have screenshot and can prove that . onli in long journey they take about 30 % but local they take more . i drive in wilk barr pa where uber and lyft be not veri popular so on weekday sometim i make $ 5/hour and it go up to $ 8/hour on weekend after expens . i drive a high-mil car so not concern about depreci . uber pay 3.67 as minimum here for up to 2 mile , and most of the ride we get onli be the minimum ride . real exampl from my uber app : the rider pay $ 7.60 , uber get $ 3.93 ( more than 50 % ) and i get $ 3.67 . anoth rider be charg $ 9.35 , uber get 4.74 ( more than 50 % ) and i get 4.61 . in 10.76 i get 5.90 and uber get 4.86 . anoth rider pay 28.35 . i get 17.45 and uber get 10.90 . from 11.91 i get 6.84 and uber get 5.07 . from 12.00 i get 7.54 and uber get 4.46 . ",other_issues
11-07-2018,4,i have alway have a good experi with uber . there be onli one time when the driver drive way too fast . it seem as if he be annoy to have to do thi fair so earli in the morn . but otherwis ... uber be great ! ,driver_issues
11-07-2018,5,i love the app . uber be a great way for get around and it 's still somewhat econom . great in dalla but not so good in tucson where i be not abl to get an uber earli morn pick up to the airport . ,other_issues
11-07-2018,4,"the driver i have be profession , friendli , and person . he make sure we be safe in hi car , get to our destin safe . i would definit use thi car servic again . ",driver_issues
11-07-2018,5,"our driver , two differ one , be veri polit , help and interest . now i love uber ! we have quit a bit of luggag and three peopl . load everyth in comfort . ",driver_issues
11-07-2018,5,baltimor driver be not as courteou as dalla driver but overal pretti good ! about 3-5 month ago it be a problem that my driver would not show in the earli morn hour in charleston sc that need to be addressed/tweet ; also ask for a tip be not proper etiquett if you 're good then it 's no need to ask but if you do not acknowledg me as a person i will not tip ! ,driver_issues
10-07-2018,1,"i be show a basic fare for the uber ride that i book and the amount be usual same for that rout ( even with lyft ) . the ride be complet and the basic fare be deduct which be fine . howev , later uber decid to an addit 5 $ on the base fare give the reason that the rout have a flyover where uber take surcharg or toll . i often go by that rout but never have i pay ani toll or surcharg befor . i ask them whi be n't it show in my base fare or when i book the ride , they do not have ani proper answer . i have attach the respons to thi complaint . kindli refer . ",other_issues
10-07-2018,1,"uber realli suck . i take a uber ride a month back and i want to get the receipt for the same . sinc it be not send to my email , i be tri to go onlin and to check it , howev the authent process of `` i 'm not robot `` be so annoy . the process go like thi , it ask you to select the pictur with the keyword that be give in the head like 'car ' , 'street ' from the list of pictur . i be do it for some time , but oh my god , it be so frustrat that it never end , it will ask for some more than 50 time and it realli test your nerv . i wast an hour on figur thi out and i final give up with super frustrat . guy ... serious ... do you realli valu consum feel . i would request you to pleas continu onli if you do so . ",other_issues
10-07-2018,1,"i be disgust with uber . i be use them for some time now . i add my credit card inform on sunday to pay for a ride . i have 3 credit on there alreadi for monday morn . someon in miami , i live in new york use my credit card for uber all throughout miami . hack my gmail account a nightmar . i have to close all of my account . so unbeliev . uber be not a secur servic . they do n't even realli apolog or offer me someth for free . they should be fine for * * like thi . my life have definit be chang from thi experi . ",account_issues
10-07-2018,3,"as a disabl person , when in sf , uber and lyft be often the onli choic i have . i prefer to call or hail a taxi , but that 's not alway possibl . howev , uber 's exist have caus a mark increas in traffic , make it hard to get around and custom servic be non-exist . ",other_issues
10-07-2018,4,"i have no problem with my uber experi except the car be veri strong smoke smell . must of be in seat becaus my cloth smell like stale cigarett smoke . it be a veri nice car , clean , driver be a veri polite/courtesi young man . i use uber and will continu . everyon have be great . ",driver_issues
10-07-2018,1,"the driver do n't speak when i get in the car , he be veri disrespect . i go out one night and have on one of my good outfit and when he saw me he say someth smart about what i have on . ",driver_issues
10-07-2018,5,"i feel i can depend on some other way to travel if i may need an emerg trip , or my car be at the shop . i think they charg a reason price . you can probabl trust them more than public transport , not onli for safeti but for comfort . ",other_issues
10-07-2018,4,"the driver be intent nice becaus a tip be involv , but i like that they be nice and mani of them pay attent to where they be go . ",driver_issues
10-07-2018,5,app be great . driver respond immedi and come on time . earli be . respect my need to wake up . quiet ride and easi arriv at airport . ,driver_issues
09-07-2018,1,"i recent need the servic of an uber driver in order to make a doctor 's appoint on time . i order the uber the night befor my appoint so as to avoid ani problem that would potenti occur by do so at the last minut . littl do thi help as the driver could not find my address the next day and cancel the pickup request caus me to run late . some day later i find a $ 5 charg have be make to my credit card for the driver 's cancel . ( i do n't understand how uber can get away with bill the custom for the driver 's cancel . ) consequ , i disput the charg with my credit card compani who immedi refund my money . ",driver_issues
08-07-2018,1,"had my first ride with uber . i be excit to get 15 dollar off my first ride . you see i have be take lyft back and forth most work day and sinc i be a well know rider my promo be somewhat limit . i spend enough for a car payment everi 2 week and well i 've never have a bad experi and even though most of my fund be use for thi type of transport , not onc have i felt insecur or worri that i would be late or even have a thought of not make it at all . today be a total differ experi . i order my ride on the uber app and even though it 's a littl differ i have no troubl figur out how to add my 2 stop . i be charg and tell my driver would arriv in 8 min so my daughter , husband , and i wait at the front of my apart at the offic like we alway do . ",driver_issues
